"","CollectionSite","DataUpload?(Initial)","ProcessedBy","DatePlanted","PlanterType","CollectionDate","Species","TagID","Condition","Mass(g)","Width(mm)","totallength(cm)","plumulelength(cm)","hypocotyllength(cm)","HypocotylColor","Roots(Y/N)","Float(Y/N)","NOTES","PartofSomething(C=CommunityEvent,N=nothing,E=experiment,MIC=mangrovesintheclassroomorstormstrongplant)","PlantName","CollectionDateParsed","CollectionYear","CollectionMonth","CollectionDay","Island","Lat","Long"
"4004","Perseverance Bay","MA","MA, LG","02/07/2024","4""TP","1/31/2024","RHMA","5076","H",10.39,"10.9","18.5","1.1","17.4","G","Y","N",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4005","Perseverance Bay","MA","MA, LG","02/07/2024","4""TP","1/31/2024","RHMA","5077","H",16.71,"12.7","22.3","1.4","21.9","G","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4006","Perseverance Bay","MA","MA, LG","02/07/2024","4""TP","1/31/2024","RHMA","5078","H",14.63,"12","22.6","1.4","21.2","G","Y","N",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4007","Perseverance Bay","MA","MA, LG","02/07/2024","4""TP","1/31/2024","RHMA","5079","H",9.58,"10.8","20.2","1.2","19","G","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4008","Perseverance Bay","SC","Rickwan","2/14/2024","CC","02/09/2024","RHMA","E2-683","H",38.05,NA,"39.6","0.1","39.5","G","N",NA,NA,"MIC","Arb",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4009","Perseverance Bay","SC","Ky'Lah Thomas","2/14/2024","CC","02/09/2024","RHMA","E2-636","H",16.08,NA,"23.1","1.4","21.7","G","N",NA,NA,"MIC","Springday",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4010","Perseverance Bay","MA","MA, LG","02/07/2024","4""TP","1/31/2024","RHMA","5082","H",15.57,"12.5","24.1","1.3","22.8","G","Y","N",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4011","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5083","H",26.43,"12.9","35.3","1.6","33.7","G","Y","N",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4012","Perseverance Bay","SC","AG","27/09/2023","CC","15/09/2023","RHMA","E2-361","H",25.27,"13.6","32.2","1","31.2","G","Y",NA,NA,"MIC",NA,2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4013","Perseverance Bay","SC","ST","27/09/2023","CC","15/09/2023","RHMA","E2-362","H",24.87,"13.5","32.5","1","31.5","G","Y",NA,NA,"MIC",NA,2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4014","Perseverance Bay","SC","ST","27/09/2023","CC","15/09/2023","RHMA","E2-363","H",32.69,"14.6","35","1.5","33.5","G","Y",NA,NA,"MIC",NA,2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4015","Perseverance Bay","SC","AP","27/09/2023","CC","15/09/2023","RHMA","E2-364","H",26.16,"14.1","29.5","0.5","29","G","Y",NA,NA,"MIC","Kayla",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4016","Perseverance Bay","SC","AP","27/09/2023","CC","15/09/2023","RHMA","E2-365","H",28.77,"14.6","36.5","6.5","30","G","Y",NA,NA,"MIC","Shan",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4017","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5089","H",26.43,"13.8","34.3","1.8","32.5","G","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4018","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5090","H",17.97,"11.1","28.8","2.2","26.6","G","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4019","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5091","H",21.1,"14.2","28.2","1.6","26.6","G","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4020","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5092","H",12.18,"12.4","21.1","2.8","18.3","G","Y","Y","1ST SET OF LEAVES, 2 LEAVES","N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4021","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5093","H",13.6,"11.7","25.1","2.6","22.5","GB","Y","Y",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4022","Perseverance Bay","SC","SC, ES","02/07/2024","4""TP","1/31/2024","RHMA","5094","H",24.45,"12.9","34.8","1.9","32.9","GB","Y","N",NA,"N",NA,2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4023","Perseverance Bay","SC","KW","27/09/2023","CC","15/09/2023","RHMA","E2-332","H",16.49,"8.2","24","0.5","23.5","G","Y",NA,NA,"MIC","Math-tastic",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4024","Perseverance Bay","SC","KW","27/09/2023","CC","15/09/2023","RHMA","E2-333","H",22.86,"11.4","34","0.5","33.5","G","Y",NA,NA,"MIC","E-math",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4025","Perseverance Bay","SC","DH","27/09/2023","CC","15/09/2023","RHMA","E2-334","H",25.92,"13.2","35","0.5","34.5","G","Y",NA,NA,"MIC","Kim",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4026","Perseverance Bay","SC","DH","27/09/2023","CC","15/09/2023","RHMA","E2-335","H",35.41,"13.1","29","5","24","G","Y",NA,NA,"MIC","Ken",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4027","Perseverance Bay","SC","SS","27/09/2023","CC","15/09/2023","RHMA","E2-336","H",22.63,"13.3","29.2","2.2","27","G","Y",NA,NA,"MIC","Amoi",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4028","Perseverance Bay","SC","SS","27/09/2023","CC","15/09/2023","RHMA","E2-337","H",37.41,"14.8","42","1.8","40.2","G","Y",NA,NA,"MIC","Dre",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4029","Perseverance Bay","SC","KW","27/09/2023","CC","15/09/2023","RHMA","E2-338","H",23.7,"10.9","33","2","31","G","N",NA,NA,"MIC","Nike",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4030","Perseverance Bay","SC","KW","27/09/2023","CC","15/09/2023","RHMA","E2-339","H",23.86,"13.2","29.1","1.9","27.2","G","Y",NA,NA,"MIC","Key",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4031","Perseverance Bay","SC","AF","27/09/2023","CC","15/09/2023","RHMA","E2-340","H",19.3,"12.5","24.5","2.5","22","G","Y",NA,NA,"MIC","Adoul",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4032","Perseverance Bay","SC","AF","27/09/2023","CC","15/09/2023","RHMA","E2-341","H",23.37,"14","26.9","2.9","24","G","Y",NA,NA,"MIC","Nijah",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4033","Perseverance Bay","SC","RY","27/09/2023","CC","15/09/2023","RHMA","E2-342","H",26.12,"14.4","28","1","27","GB","Y",NA,NA,"MIC","Silk",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4034","Perseverance Bay","SC","RY","27/09/2023","CC","15/09/2023","RHMA","E2-343","H",26.73,"14.7","31.2","1.2","30","GB","Y",NA,NA,"MIC","Satin",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4035","Perseverance Bay","SC","JG","27/09/2023","CC","15/09/2023","RHMA","E2-344","H",25.7,"13.4","29.1","1.1","28","GB","N",NA,NA,"MIC","Chris",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4036","Perseverance Bay","SC","JG","27/09/2023","CC","15/09/2023","RHMA","E2-345","H",30.36,"14.3","31.1","1.1","30","GB","Y",NA,NA,"MIC","Jay",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4037","Perseverance Bay","SC","EV","27/09/2023","CC","15/09/2023","RHMA","E2-346","H",23.72,"14.3","29","1.5","27.5","GB","N",NA,NA,"MIC","Cassie",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4038","Perseverance Bay","SC","EV","27/09/2023","CC","15/09/2023","RHMA","E2-347","H",10.52,"12.6","26","2","24","GB","Y",NA,NA,"MIC","Johnathan",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4039","Perseverance Bay","SC","SB","27/09/2023","CC","15/09/2023","RHMA","E2-348","H",29,"14.5","31","1","30","GB","Y",NA,NA,"MIC","Shahe",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4040","Perseverance Bay","SC","SB","27/09/2023","CC","15/09/2023","RHMA","E2-349","H",34.66,"15","35","1","34","GB","Y",NA,NA,"MIC","Shasha",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4041","Perseverance Bay","SC","AB","27/09/2023","CC","15/09/2023","RHMA","E2-350","H",26.22,"14.5","31","2","29","GB","Y",NA,NA,"MIC","TP",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4042","Perseverance Bay","SC","AB","27/09/2023","CC","15/09/2023","RHMA","E2-351","H",19.94,"13.7","26","2","24","GB","Y",NA,NA,"MIC","Neyah",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4043","Perseverance Bay","SC","DB","27/09/2023","CC","15/09/2023","RHMA","E2-352","H",29.85,"15.5","35","2","33","GB","Y",NA,NA,"MIC","Tate",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4044","Perseverance Bay","SC","DB","27/09/2023","CC","15/09/2023","RHMA","E2-353","H",33.42,"14","35","2","33","GB","Y",NA,NA,"MIC","Andrew",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4045","Perseverance Bay","SC","RT","27/09/2023","CC","15/09/2023","RHMA","E2-354","H",23.71,"14","26","1.2","24.8","G","Y",NA,NA,"MIC",NA,2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4046","Perseverance Bay","SC","RT","27/09/2023","CC","15/09/2023","RHMA","E2-355","H",19.9,"13","24.7","1.2","23.5","G","Y",NA,NA,"MIC",NA,2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4047","Perseverance Bay","SC","MD","27/09/2023","CC","15/09/2023","RHMA","E2-356","H",23.19,"12.2","26.6","1.6","25","G","Y",NA,NA,"MIC",NA,2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4048","Perseverance Bay","SC","MD","27/09/2023","CC","15/09/2023","RHMA","E2-357","H",26.85,"12.2","28.9","0.9","28","G","Y",NA,NA,"MIC",NA,2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4049","Perseverance Bay","SC","AW","27/09/2023","CC","15/09/2023","RHMA","E2-358","H",16.4,"12","25.1","2.5","22.6","G","Y",NA,NA,"MIC",NA,2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4050","Perseverance Bay","SC","AW","27/09/2023","CC","15/09/2023","RHMA","E2-359","H",13,"11","22.8","1.7","21.1","G","Y",NA,NA,"MIC",NA,2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4051","Perseverance Bay","SC","AG","27/09/2023","CC","15/09/2023","RHMA","E2-360","H",22.81,"13.6","28","1.6","26.4","G","Y",NA,NA,"MIC",NA,2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4052","Perseverance Bay","SC","Destinee Jaruis","2/14/2024","CC","02/09/2024","RHMA","E2-677","H",19.52,NA,"25.1","1.6","23.5","G","N",NA,NA,"MIC","Felix",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4053","Perseverance Bay","SC","Destinee Jaruis","2/14/2024","CC","02/09/2024","RHMA","E2-675","H",16.79,NA,"21.5","1.5","20","G","N",NA,NA,"MIC","SAN",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4054","Perseverance Bay","SC","Alvinice Emmanuel","2/14/2024","CC","02/09/2024","RHMA","E2-673","H",13.6,NA,"22.6","1.2","21.4","G","N",NA,NA,"MIC","Jae",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4055","Perseverance Bay","SC","Alvinice Emmanuel","2/14/2024","CC","02/09/2024","RHMA","E2-674","H",16.67,NA,"26","1.5","24.5","G","N",NA,NA,"MIC","Bob",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4056","Perseverance Bay","SC","Chain Ye Toussaint","2/14/2024","CC","02/09/2024","RHMA","E2-679","H",9.03,NA,"17","1.4","15.6","G","Y",NA,NA,"MIC","Olivia",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4057","Perseverance Bay","SC","DH","27/09/2023","CC","15/09/2023","RHMA","E2-366","H",24.19,"13.7","29","2","27","G","Y",NA,NA,"MIC","Kyla",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4058","Perseverance Bay","SC","DH","27/09/2023","CC","15/09/2023","RHMA","E2-367","H",25.54,"14","31","1.5","29.5","G","N",NA,NA,"MIC","Joshua",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4059","Perseverance Bay","SC","KL","27/09/2023","CC","15/09/2023","RHMA","E2-368","H",21.41,"13.2","26.5","2","24.5","G","Y",NA,NA,"MIC","Tool",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4060","Perseverance Bay","SC","KL","27/09/2023","CC","15/09/2023","RHMA","E2-369","H",22.93,"14.5","27","2.5","24.5","G","N",NA,NA,"MIC","Shaft",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4061","Perseverance Bay","SC","JV","27/09/2023","CC","15/09/2023","RHMA","E2-370","H",25.69,"14.7","28","1.5","26.5","G","N",NA,NA,"MIC","Astral",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4062","Perseverance Bay","SH","Ajahdenai Wrensford","13/02/2024","CC","09/02/2024","RHMA","E2-609","H",20.2,"14.1","23","1.8","21.2","G","Y",NA,NA,"MIC","Gason",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4063","Perseverance Bay","SH","Noulandia Joseph","13/02/2024","CC","09/02/2024","RHMA","E2-608","H",20.09,"13.5","27.4","2.8","24.6","G","Y",NA,NA,"MIC","Pooket",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4064","Perseverance Bay","SH","Max-Stephens Plaisimond","13/02/2024","CC","09/02/2024","RHMA","E2-607","H",18.66,"13.6","23.7","1.2","22.5","G","Y",NA,NA,"MIC","Pygglor Destroyer of Worlds",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4065","Perseverance Bay","SH","Luka Norris","13/02/2024","CC","09/02/2024","RHMA","E2-606","H",15.3,"12.1","23","1.2","21.8","G","N",NA,NA,"MIC","Cupcake D. Law",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4066","Perseverance Bay","SH","Leronje' Bergin","13/02/2024","CC","09/02/2024","RHMA","E2-619","H",19.73,"12.1","30.9","0.9","30","G","Y",NA,NA,"MIC","lil Kzop",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4067","Perseverance Bay","SH","Jonathan Stuart","13/02/2024","CC","09/02/2024","RHMA","E2-618","H",10.79,"11","19.2","4.7","14.5","G","Y",NA,NA,"MIC","Leronje Jr",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4068","Perseverance Bay","SH","Isaiah Wheatley","13/02/2024","CC","09/02/2024","RHMA","E2-620","H",11.32,"10.1","26.2","6","20.2","G","Y",NA,"the total length and hypocotyl length were weird","MIC","Isaiah Wheatley",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4069","Perseverance Bay","SH","Desonte Matthew","13/02/2024","CC","09/02/2024","RHMA","E2-622","H",11.88,"10.6","21.8","1.6","20.2","G","N",NA,NA,"MIC","Big Nuttie Jr",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4070","Perseverance Bay","SC","JS","27/09/2023","CC","15/09/2023","RHMA","E2-379","H",21.23,"13.6","27.4","4.3","23.1","G","N",NA,NA,"MIC","Tyrone",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4071","Perseverance Bay","SC","MD","27/09/2023","CC","15/09/2023","RHMA","E2-380","H",27.22,"12.7","22","1.4","20.6","G","Y",NA,NA,"MIC","Bomboclat",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4072","Perseverance Bay","SC","MD","27/09/2023","CC","15/09/2023","RHMA","E2-381","H",21.72,"13.2","28","1.8","26.2","G","Y",NA,NA,"MIC","8 Inches",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4073","Perseverance Bay","SC","YF","27/09/2023","CC","15/09/2023","RHMA","E2-382","H",22.49,"12.7","32.5","2.1","30.4","G","Y",NA,NA,"MIC","Mi Crazy",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4074","Perseverance Bay","SC","YF","27/09/2023","CC","15/09/2023","RHMA","E2-383","H",23.64,"12.3","29","2","27","G","Y",NA,NA,"MIC","El Maco",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4075","Perseverance Bay","NF","JI","28/09/2023","CC","15/09/2023","RHMA","E2-384","H",17.38,"15.8","24.2","1.2","23","G","N",NA,NA,"MIC","Zop",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4076","Perseverance Bay","NF","IT","14/02/2024","CC","09/02/2024","RHMA","E2-711","H",14.08,NA,"22","2","20","B","Y",NA,NA,"MIC","Mannie",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4077","Perseverance Bay","NF","M.O.","22/02/2024","CC","09/02/2024","RHMA","E2-901","H",21.1,"12.7","30","2","28","G","Y",NA,NA,"MIC","Aurora",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4078","Perseverance Bay","NF","A. M.","22/02/2024","CC","09/02/2024","RHMA","E2-900","H",15.14,"10.8","22","1","21","G","Y",NA,NA,"MIC","Jamara",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4079","Perseverance Bay","NF","F.P.","22/02/2024","CC","09/02/2024","RHMA","E2-899","H",17.55,"12","28.5","5","23.5","G","Y",NA,"DUPLICATE TAG-ID","MIC","Jose",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4080","Perseverance Bay","NF","N.A.","22/02/2024","CC","09/02/2024","RHMA","E2-903","H",21.89,"13.5","27","4","23","G","Y",NA,NA,"MIC","Sophie",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4081","Perseverance Bay","NF","E.D.","22/02/2024","CC","09/02/2024","RHMA","E2-902","H",26.36,"13.7","31.5","0.5","31","G","Y",NA,NA,"MIC","BGC",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4082","Perseverance Bay","NF","K.J.","22/02/2024","CC","09/02/2024","RHMA","E2-904","H",19.9,"10.7","31","1","30","G","Y",NA,NA,"MIC","Marte",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4083","Perseverance Bay","LB","Kheli","02/15/2024","CC","02/09/2024","RHMA","E2-730","H",31,"15","35.8","4.4","31.4","G","Y",NA,NA,"MIC","Monea",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4084","Perseverance Bay","LB","Kheli","02/15/2024","CC","02/09/2024","RHMA","E2-729","H",28,"13.4","40.2","4.2","36","G","Y",NA,NA,"MIC","Bella",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4085","Perseverance Bay","LB","Kashelan","02/15/2024","CC","02/09/2024","RHMA","E2-724","H",24,"13.9","41.5","1.3","40.2","G","Y",NA,"DUPLICATE TAG-ID","MIC","Legend",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4086","Perseverance Bay","LB","Kashelan","02/15/2024","CC","02/09/2024","RHMA","E2-723","H",21,"13.8","30.4","3.5","26.9","G","Y",NA,"DUPLICATE TAG-ID","MIC","Prodigy",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4087","Perseverance Bay","LB","Diedra","02/15/2024","CC","02/09/2024","RHMA","E2-726","H",26,"14.3","31.2","1.7","29.5","G","Y",NA,NA,"MIC","Ella",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4088","Perseverance Bay","SC","Rickwan","2/14/2024","CC","02/09/2024","RHMA","E2-684","H",19.86,NA,"29","3","26","G","Y",NA,NA,"MIC","Switch",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4089","Perseverance Bay","DG","Elian","02/15/2024","CC","1/31/2024","RHMA","E2-759","H",19.68,"16.3","25.3","1.4","23.9","G","Y",NA,NA,"MIC","RB-18",2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4090","Perseverance Bay","DG","Elian","02/15/2024","CC","1/31/2024","RHMA","E2-760","H",21.71,"14.5","28.4","1.5","26.9","G","Y",NA,NA,"MIC","RB-19",2024-01-31,"2024","01","31","St. Thomas",18.35087,-64.99782
"4091","Perseverance Bay","SC","Ky'Lah Thomas","2/14/2024","CC","02/09/2024","RHMA","E2-678","H",10.56,NA,"18.7","0.8","17.9","G","N",NA,NA,"MIC","V",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4092","Perseverance Bay","NF","LE","14/02/2024","CC","09/02/2024","RHMA","E2-692","H",14.08,NA,"22.5","1.3","21.2","G","N",NA,NA,"MIC","Blue",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4093","Perseverance Bay","NF","LE","14/02/2024","CC","09/02/2024","RHMA","E2-693","H",9.51,NA,"21.5","1.7","19.8","G","Y",NA,NA,"MIC","Red big",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4094","Perseverance Bay","NF","SJ","14/02/2024","CC","09/02/2024","RHMA","E2-688","H",25.39,NA,"30.9","2.6","28.3","G","Y",NA,NA,"MIC","J'kyra",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4095","Perseverance Bay","NF","SJ","14/02/2024","CC","09/02/2024","RHMA","E2-689","H",9.72,NA,"18.8","0.9","17.9","G","N",NA,NA,"MIC","Alphonse",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4096","Perseverance Bay","NF","JM","14/02/2024","CC","09/02/2024","RHMA","E2-690","H",13.81,NA,"21","1.2","19.8","G","N",NA,NA,"MIC","Bartholomew",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4097","Perseverance Bay","SC","Chain Ye Toussaint","2/14/2024","CC","02/09/2024","RHMA","E2-680","H",10.14,NA,"23.5","1.5","22","G","N",NA,NA,"MIC","Olive",2024-02-09,"2024","02","09","St. Thomas",18.35087,-64.99782
"4098","Perseverance Bay","NF","IG","28/09/2023","CC","15/09/2023","RHMA","E2-415","H",19.85,"1.3","25.5","1.5","24","G","Y",NA,NA,"MIC","Dior",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4099","Perseverance Bay","NF","DE","28/09/2023","CC","15/09/2023","RHMA","E2-416","H",29.25,"1.4.6","26.5","1","25.5","G","Y",NA,NA,"MIC","Jonathan",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4100","Perseverance Bay","NF","DE","28/09/2023","CC","15/09/2023","RHMA","E2-417","H",19.42,"1.2.8","25.5","1.5","24","G","Y",NA,NA,"MIC","Demarcus",2023-09-15,"2023","09","15","St. Thomas",18.35087,-64.99782
"4101","Perseverance Bay","SC","JW","13/02/2024","CC","09/02/2024","RHMA","E2-631","H",13.25,"12.5","21","1","20","G","N",NA,NA,"MIC","Planty",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4102","Perseverance Bay","SC","JG","13/02/2024","CC","09/02/2024","RHMA","E2-630","H",16.15,"12.8","22","1","21","G","N",NA,NA,"MIC","Guraet 2.0",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4103","Perseverance Bay","SC","JP","13/02/2024","CC","09/02/2024","RHMA","E2-629","H",11.34,"10.2","25","2","23","G","N",NA,NA,"MIC","Carlos",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4104","Perseverance Bay","SC","DJ","13/02/2024","CC","09/02/2024","RHMA","E2-628","H",19.05,"14.2","25","2","23","G","N",NA,NA,"MIC","Groot",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4105","Perseverance Bay","SC","DE","13/02/2024","CC","09/02/2024","RHMA","E2-624","H",12.56,"12.2","21.3","1.3","20","G","N",NA,NA,"MIC","Djenica Ecbuard",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
"4106","Perseverance Bay","SC","JB","13/02/2024","CC","09/02/2024","RHMA","E2-623","H",18.48,"11.3","23.5","3","20.5","G","Y",NA,NA,"MIC","Jeleka Burley",2024-09-02,"2024","09","02","St. Thomas",18.35087,-64.99782
